FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
ДВФО;Сахалинская область;5;45;1;0;0;0;4;0;0;0;0;0;3;1;0;3;2;1;0;0;0;14;8;3;0;5;1;0;9;8
ДВФО;Сахалинская область;6;88;5;1;3;0;13;0;0;0;0;0;6;7;0;5;3;0;0;0;0;13;3;6;0;6;9;0;10;27
ДВФО;Сахалинская область;7;94;10;1;5;0;20;0;1;0;1;8;6;4;0;8;4;2;1;1;0;6;3;0;0;0;10;1;19;19
ДВФО;Сахалинская область;8;108;14;8;4;0;35;0;3;0;0;8;18;6;0;7;1;2;2;2;0;10;4;0;0;1;8;0;14;17
ДВФО;Сахалинская область;9;342;40;12;20;0;72;0;15;2;5;13;12;25;0;36;18;12;9;9;0;41;21;4;1;2;24;4;40;73
ДВФО;Сахалинская область;10;382;41;16;21;0;149;0;20;2;6;29;47;45;0;59;28;17;12;12;0;92;43;17;1;4;2;0;15;7
ДВФО;Сахалинская область;11;41;2;1;1;0;11;0;2;0;0;0;1;8;0;6;4;0;0;0;0;22;9;3;0;0;0;0;0;0
ДВФО;Сахалинская область;12;34;6;2;4;0;8;0;0;0;0;0;3;5;0;4;2;1;1;1;0;7;5;1;0;3;1;0;4;0
ДВФО;Сахалинская область;13;68;5;3;2;0;20;0;0;1;0;0;8;11;0;5;3;0;1;1;0;28;11;10;0;1;1;0;3;4
ДВФО;Сахалинская область;14;42;2;2;0;0;16;0;0;0;0;6;5;5;0;8;4;2;0;0;0;11;6;0;0;0;0;0;5;0
ДВФО;Сахалинская область;15;67;8;3;4;0;37;0;2;0;1;10;21;3;0;8;3;2;1;1;0;10;7;2;0;0;0;0;1;2
ДВФО;Сахалинская область;16;130;18;5;10;0;57;0;16;1;5;13;9;13;0;28;12;12;9;9;0;14;5;1;1;0;0;0;2;1
ДВФО;Сахалинская область;17;326;31;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;11;50;5;83;145
