FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47
СКФО;Чеченская Республика;5;16048;17;17;15835;435;0;435;0;0;0;0;0;0;15400;0;15267;106;0;8;0;19;0;134;7;62;0;0;0;0;0;0;0;0;0;0;0;0;3144;0;3144;12586;0;12586;0;0;0;0
СКФО;Чеченская Республика;6;4087;164;21;2129;259;230;28;0;0;1;0;0;0;1870;1438;102;0;0;330;0;0;0;44;0;40;0;0;0;0;0;0;0;0;0;0;0;1710;1681;0;1681;56;5;51;0;0;0;0
СКФО;Чеченская Республика;7;1671;75;0;628;46;28;18;0;0;0;0;0;0;582;196;385;0;0;1;0;0;0;9;0;59;0;122;0;0;0;0;0;0;0;0;0;778;728;0;728;57;7;50;0;0;0;0
СКФО;Чеченская Республика;8;872;75;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;3;0;35;0;122;0;0;0;0;0;0;0;0;0;636;630;0;630;13;1;12;0;0;0;0
СКФО;Чеченская Республика;9;799;0;0;627;46;28;18;0;0;0;0;0;0;581;196;385;0;0;0;0;0;0;6;0;24;0;0;0;0;0;0;0;0;0;0;0;142;98;0;98;44;6;38;0;0;0;0
СКФО;Чеченская Республика;10;801;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;629;629;0;629;0;0;0;0;0;0;0
СКФО;Чеченская Республика;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СКФО;Чеченская Республика;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СКФО;Чеченская Республика;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СКФО;Чеченская Республика;14;16985;61;16;14685;298;258;40;0;0;0;0;0;0;2347;1587;525;0;0;235;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;2210;2165;0;2165;27;1;26;0;0;0;0
СФО;Алтайский край;3;37666;24538;2785;7341;894;104;354;102;0;292;6;26;10;6411;732;2024;873;96;2288;29;323;46;281;108;984;19;625;490;1464;306;1158;1017;771;173;70;3;1397;7671;2220;5451;21316;2562;10305;296;8153;0;0
СФО;Алтайский край;4;30933;20442;2478;6505;738;99;271;94;0;252;3;13;6;5737;641;1790;793;96;2121;27;231;38;222;101;895;0;288;233;1065;274;791;527;416;47;61;3;989;6253;1573;4680;18151;2121;8323;213;7494;0;0
СФО;Алтайский край;5;12522;7337;1304;3771;409;83;207;62;0;45;0;7;5;3340;525;828;368;0;1356;5;220;38;159;61;314;0;46;46;495;196;297;99;79;8;11;1;301;1998;807;1191;9153;917;4943;73;3220;0;0
СФО;Алтайский край;6;18411;13105;1174;2734;329;16;64;32;0;207;3;6;1;2397;116;962;425;96;765;22;11;0;63;40;581;0;242;187;570;78;494;428;337;39;50;2;688;4255;766;3489;8998;1204;3380;140;4274;0;0
СФО;Алтайский край;7;6733;4096;307;836;156;5;83;8;0;40;3;13;4;674;91;234;80;0;167;2;92;8;59;7;89;19;337;257;399;32;367;490;355;126;9;0;408;1418;647;771;3165;441;1982;83;659;0;0
СФО;Алтайский край;8;5001;2999;190;670;145;4;79;7;0;38;3;12;2;519;56;164;78;0;146;0;70;5;39;2;51;2;298;236;359;14;327;223;126;94;3;0;360;1243;570;673;2023;264;1545;74;140;0;0
СФО;Алтайский край;9;1732;1097;117;166;11;1;4;1;0;2;0;1;2;155;35;70;2;0;21;2;22;3;20;5;38;17;39;21;40;18;40;267;229;32;6;0;48;175;77;98;1142;177;437;9;519;0;0
СФО;Алтайский край;10;2789;1585;23;187;24;0;11;6;0;0;0;5;2;157;29;73;16;0;0;0;33;6;0;0;0;17;135;88;381;32;311;305;188;115;2;0;179;301;123;178;918;127;774;15;2;0;0
СФО;Алтайский край;11;587;405;4;110;0;0;0;0;0;0;0;0;0;110;14;0;1;0;95;0;0;0;0;0;0;0;42;22;24;0;24;5;0;0;5;0;1;160;33;127;106;2;84;0;20;0;0
СФО;Алтайский край;12;304;187;4;96;0;0;0;0;0;0;0;0;0;96;0;0;1;0;95;0;0;0;0;0;0;0;16;16;0;0;0;5;0;0;5;0;0;39;21;18;94;2;72;0;20;0;0
СФО;Алтайский край;13;283;218;0;14;0;0;0;0;0;0;0;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;26;6;24;0;24;0;0;0;0;0;1;121;12;109;12;0;12;0;0;0;0
СФО;Алтайский край;14;23709;15692;915;4918;555;93;227;56;0;148;5;19;7;4265;657;1623;242;52;1393;22;264;12;194;40;603;3;353;213;645;152;447;683;513;122;46;2;618;1982;332;1650;10146;1006;3827;82;5231;0;0
СФО;Иркутская область;3;87255;33103;4068;41199;3576;704;1825;92;1;734;36;172;12;36774;4909;18362;2115;0;9410;333;1537;108;2667;433;451;1;323;298;1465;247;1218;1956;1927;15;14;0;6090;18172;4852;13320;54790;6722;45716;1732;620;4;1
СФО;Иркутская область;4;81200;30606;3847;39863;3457;684;1753;90;1;731;33;160;5;35571;4595;18093;1945;0;9284;295;1331;28;2582;355;430;0;134;113;1252;247;1005;1394;1370;10;14;0;4939;17111;4733;12378;51424;6193;42994;1648;589;4;0
СФО;Иркутская область;5;41462;12913;2022;21888;1966;369;1126;39;1;294;14;120;3;19199;2440;10537;1089;0;3906;216;990;21;1744;205;414;0;24;21;377;202;292;900;897;3;0;0;3202;8691;2643;6048;29387;4464;24057;692;174;4;0
СФО;Иркутская область;6;39738;17693;1825;17975;1491;315;627;51;0;437;19;40;2;16372;2155;7556;856;0;5378;79;341;7;838;150;16;0;110;92;875;45;713;494;473;7;14;0;1737;8420;2090;6330;22037;1729;18937;956;415;0;0
СФО;Иркутская область;7;6055;2497;221;1336;119;20;72;2;0;3;3;12;7;1203;314;269;170;0;126;38;206;80;85;78;21;1;189;185;213;0;213;562;557;5;0;0;1151;1061;119;942;3366;529;2722;84;31;0;1
СФО;Иркутская область;8;3258;1082;47;762;117;20;71;2;0;2;3;12;7;642;206;91;144;0;96;8;89;8;85;78;17;0;177;173;139;0;139;181;176;5;0;0;815;588;84;504;1905;306;1547;45;7;0;0
СФО;Иркутская область;9;2797;1415;174;574;2;0;1;0;0;1;0;0;0;561;108;178;26;0;30;30;117;72;0;0;4;1;12;12;74;0;74;381;381;0;0;0;336;473;35;438;1461;223;1175;39;24;0;1
СФО;Иркутская область;10;3292;1833;113;314;0;0;0;0;0;0;0;0;0;290;66;65;6;0;20;25;76;32;6;0;1;0;133;115;75;0;75;361;361;0;0;0;569;356;32;324;854;41;759;24;30;0;0
СФО;Иркутская область;11;1861;934;33;416;17;0;0;4;1;12;0;0;0;357;41;41;139;0;78;21;35;2;27;24;0;0;9;3;7;0;7;29;29;0;0;0;439;215;7;208;494;23;428;17;26;0;0
СФО;Иркутская область;12;613;300;20;284;17;0;0;4;1;12;0;0;0;226;1;0;139;0;78;1;5;2;0;0;0;0;6;0;0;0;0;13;13;0;0;0;10;57;3;54;240;1;213;12;14;0;0
СФО;Иркутская область;13;1248;634;13;132;0;0;0;0;0;0;0;0;0;131;40;41;0;0;0;20;30;0;27;24;0;0;3;3;7;0;7;16;16;0;0;0;429;158;4;154;254;22;215;5;12;0;0
СФО;Иркутская область;14;59695;17110;1657;34489;1107;241;433;54;1;342;23;12;1;12789;2497;3245;1337;0;5046;113;508;43;1963;253;359;1;257;176;549;76;245;902;894;7;1;0;4065;5513;594;4919;18027;1099;15973;667;288;2;0
СФО;Кемеровская область;3;71103;45340;3482;21656;1889;266;1055;267;3;192;8;97;1;19352;5198;8676;1659;4;2122;71;1608;14;245;20;423;0;747;673;1131;213;918;903;831;68;4;0;658;27748;4273;23475;38019;5455;26828;403;5333;5;0
СФО;Кемеровская область;4;64065;40966;3114;20684;1747;260;991;260;1;138;7;90;0;18602;5056;8503;1513;0;1934;56;1526;14;227;19;320;0;467;393;658;212;446;555;545;8;2;0;188;25500;3707;21793;34438;4930;24257;358;4893;4;0
СФО;Кемеровская область;5;22149;15717;1500;5992;344;17;80;148;1;71;4;23;0;5558;1506;2105;372;0;891;20;664;0;43;5;152;0;33;30;154;70;84;42;38;4;0;0;16;8086;2553;5533;11992;1883;9410;197;502;4;0
СФО;Кемеровская область;6;41916;25249;1614;14692;1403;243;911;112;0;67;3;67;0;13044;3550;6398;1141;0;1043;36;862;14;184;14;168;0;434;363;504;142;362;513;507;4;2;0;172;17414;1154;16260;22446;3047;14847;161;4391;0;0
СФО;Кемеровская область;7;7038;4374;368;972;142;6;64;7;2;54;1;7;1;750;142;173;146;4;188;15;82;0;18;1;103;0;280;280;473;1;472;348;286;60;2;0;470;2248;566;1682;3581;525;2571;45;440;1;0
СФО;Кемеровская область;8;4089;2734;180;482;96;3;45;6;0;36;1;5;0;356;12;26;135;0;141;10;32;0;3;1;70;0;198;198;408;1;407;4;4;0;0;0;190;1925;485;1440;1532;130;1364;34;4;0;0
СФО;Кемеровская область;9;2949;1640;188;490;46;3;19;1;2;18;0;2;1;394;130;147;11;4;47;5;50;0;15;0;33;0;82;82;65;0;65;344;282;60;2;0;280;323;81;242;2049;395;1207;11;436;1;0
СФО;Кемеровская область;10;4488;2778;166;488;60;0;3;5;0;49;0;3;0;405;62;58;88;0;122;11;64;0;16;1;2;0;187;187;473;1;472;194;155;37;2;0;350;1342;24;1318;1804;375;988;12;429;1;0
СФО;Кемеровская область;11;941;777;7;149;11;0;0;2;0;0;0;9;0;105;40;29;19;0;7;0;10;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;2;60;0;60;62;0;57;0;5;0;0
СФО;Кемеровская область;12;641;498;0;143;11;0;0;2;0;0;0;9;0;102;39;29;17;0;7;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;47;51;0;46;0;5;0;0
СФО;Кемеровская область;13;300;279;7;6;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;0;13;11;0;11;0;0;0;0
СФО;Кемеровская область;14;48498;26214;497;19278;1481;197;892;174;2;129;7;79;1;13677;4023;5938;1354;3;1197;57;1091;14;97;1;348;0;521;450;891;142;728;728;678;46;4;0;421;17615;1158;16457;13568;2049;11214;196;109;3;0
СФО;Красноярский край;3;105939;62242;17185;36086;4498;1661;2164;270;1;191;28;179;4;29124;3775;12903;3003;0;7124;106;1932;281;984;166;1492;3;986;734;1525;12;1513;907;601;83;223;0;1714;20451;2323;18128;40143;2593;35628;1701;221;1;0
СФО;Красноярский край;4;95804;55961;16479;34057;4289;1611;2079;239;0;178;23;159;0;27455;3513;12397;2653;0;6911;97;1846;38;926;154;1444;1;511;331;1192;0;1192;374;248;39;87;0;1338;17990;1721;16269;36466;1909;32898;1486;173;1;0
СФО;Красноярский край;5;58212;36330;14225;18448;3276;1410;1544;103;0;127;23;69;0;14063;584;5558;1076;0;5856;64;925;0;676;138;1027;1;205;46;1008;0;1022;229;138;26;65;0;288;7326;1026;6300;19101;1285;16801;961;54;0;0
СФО;Красноярский край;6;37592;19631;2254;15609;1013;201;535;136;0;51;0;90;0;13392;2929;6839;1577;0;1055;33;921;38;250;16;417;0;306;285;184;0;170;145;110;13;22;0;1050;10664;695;9969;17365;624;16097;525;119;1;0
СФО;Красноярский край;7;10135;6281;706;2029;209;50;85;31;1;13;5;20;4;1669;262;506;350;0;213;9;86;243;58;12;48;2;475;403;333;12;321;533;353;44;136;0;376;2461;602;1859;3677;684;2730;215;48;0;0
СФО;Красноярский край;8;6659;4866;442;883;170;40;73;26;1;5;4;18;3;594;143;73;150;0;80;5;55;88;34;2;18;2;316;244;237;12;225;32;21;4;7;0;271;2095;510;1585;1937;533;1249;155;0;0;0
СФО;Красноярский край;9;3476;1415;264;1146;39;10;12;5;0;8;1;2;1;1075;119;433;200;0;133;4;31;155;24;10;30;0;159;159;96;0;96;501;332;40;129;0;105;366;92;274;1740;151;1481;60;48;0;0
СФО;Красноярский край;10;6621;4078;217;1302;85;8;59;7;0;3;3;3;2;1053;111;389;211;0;129;7;49;157;36;4;37;2;429;363;319;12;307;323;195;31;97;0;95;1097;360;737;1057;254;758;45;0;0;0
СФО;Красноярский край;11;2098;1076;56;728;5;0;4;1;0;0;0;0;0;107;0;0;34;0;72;1;0;0;6;6;6;0;219;214;60;0;60;0;0;0;0;0;3;231;0;231;169;1;168;0;0;0;0
СФО;Красноярский край;12;1019;177;14;710;4;0;4;0;0;0;0;0;0;92;0;0;32;0;60;0;0;0;6;6;0;0;123;123;0;0;0;0;0;0;0;0;3;8;0;8;33;1;32;0;0;0;0
СФО;Красноярский край;13;1079;899;42;18;1;0;0;1;0;0;0;0;0;15;0;0;2;0;12;1;0;0;0;0;6;0;96;91;60;0;60;0;0;0;0;0;0;223;0;223;136;0;136;0;0;0;0
СФО;Красноярский край;14;57964;27836;2553;26287;1974;365;1127;198;0;124;12;146;2;23354;3580;11525;2126;0;4593;29;1255;246;411;63;803;0;445;301;1001;2;929;463;287;43;133;0;718;13884;636;13248;23851;1082;21766;845;158;0;0
СФО;Новосибирская область;3;174356;110552;19465;45327;3906;827;1604;272;0;600;325;274;4;39832;10295;15546;1660;2;10379;365;1581;4;5423;851;3215;140;1438;1378;1529;349;1180;1892;1128;612;90;62;4840;37509;6383;31126;96079;21183;69298;2405;3193;79;0
СФО;Новосибирская область;4;152725;99060;18358;41421;3356;695;1434;265;0;480;221;257;4;36654;9002;14453;1541;1;9841;339;1473;4;3077;743;2695;25;450;445;964;244;720;1495;905;458;70;62;3538;33348;5830;27518;85297;18162;61848;2182;3105;55;0
СФО;Новосибирская область;5;97000;63764;15129;25345;1267;155;541;75;0;385;32;77;2;23372;5221;7928;752;1;9044;79;345;2;1690;585;1491;0;419;417;912;240;672;1246;806;423;14;3;2133;21267;4981;16286;51143;12584;34210;1640;2709;55;0
СФО;Новосибирская область;6;55725;35296;3229;16076;2089;540;893;190;0;95;189;180;2;13282;3781;6525;789;0;797;260;1128;2;1387;158;1204;25;31;28;52;4;48;249;99;35;56;59;1405;12081;849;11232;34154;5578;27638;542;396;0;0
СФО;Новосибирская область;7;21631;11492;1107;3906;550;132;170;7;0;120;104;17;0;3178;1293;1093;119;1;538;26;108;0;2346;108;520;115;988;933;565;105;460;397;223;154;20;0;1302;4161;553;3608;10782;3021;7450;223;88;24;0
СФО;Новосибирская область;8;16485;8950;772;2521;412;109;142;6;0;106;34;15;0;1936;698;617;82;1;447;20;71;0;1567;77;461;90;951;896;565;105;460;224;135;85;4;0;1156;3884;485;3399;7703;2110;5461;118;14;24;0
СФО;Новосибирская область;9;5146;2542;335;1385;138;23;28;1;0;14;70;2;0;1242;595;476;37;0;91;6;37;0;779;31;59;25;37;37;0;0;0;173;88;69;16;0;146;277;68;209;3079;911;1989;105;74;0;0
СФО;Новосибирская область;10;6638;5198;698;516;56;2;48;1;0;1;3;1;0;366;222;41;22;0;64;8;9;0;1;0;23;0;122;90;411;34;377;78;42;34;2;0;289;1133;83;1050;1976;270;1703;3;0;24;0
СФО;Новосибирская область;11;3454;2413;34;689;47;0;40;1;0;1;0;5;0;539;81;250;11;0;130;4;63;0;0;0;11;0;35;7;304;0;304;0;0;0;0;0;2;770;24;746;867;44;808;11;4;0;0
СФО;Новосибирская область;12;1909;1329;1;577;29;0;22;1;0;1;0;5;0;539;81;250;11;0;130;4;63;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;116;0;116;561;25;521;11;4;0;0
СФО;Новосибирская область;13;1545;1084;33;112;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;35;7;303;0;303;0;0;0;0;0;0;654;24;630;306;19;287;0;0;0;0
СФО;Новосибирская область;14;88366;44357;3769;33864;2243;527;1134;166;0;171;81;164;0;21492;6248;7625;770;0;5625;261;963;0;3368;335;2177;0;545;504;1017;115;469;814;595;162;29;28;2224;8951;895;8056;37512;4823;29880;1311;1498;37;0
СФО;Омская область;3;123158;70679;7901;38053;3275;810;1809;232;18;322;9;75;0;32455;6547;17523;1621;3;4790;252;1707;12;1104;199;1073;7;2017;1952;1229;187;1042;939;606;286;44;3;8057;37657;12385;25272;61123;10060;49668;831;564;3;0
СФО;Омская область;4;96984;58078;6285;31993;2540;651;1353;224;18;241;6;47;0;27167;5132;14464;1358;3;4595;177;1438;0;971;179;1043;0;418;361;951;187;764;687;445;199;40;3;2843;26297;6087;20210;50753;8920;40579;690;564;3;0
СФО;Омская область;5;54251;34585;4491;14240;1566;278;873;183;18;180;5;29;0;10957;1014;6011;905;3;2725;78;221;0;451;122;866;0;295;292;582;186;396;505;388;85;30;2;2727;9726;3199;6527;26614;4165;21995;445;9;0;0
СФО;Омская область;6;42733;23493;1794;17753;974;373;480;41;0;61;1;18;0;16210;4118;8453;453;0;1870;99;1217;0;520;57;177;0;123;69;369;1;368;182;57;114;10;1;116;16571;2888;13683;24139;4755;18584;245;555;3;0
СФО;Омская область;7;26174;12601;1616;6060;735;159;456;8;0;81;3;28;0;5288;1415;3059;263;0;195;75;269;12;133;20;30;7;1599;1591;278;0;278;252;161;87;4;0;5214;11360;6298;5062;10370;1140;9089;141;0;0;0
СФО;Омская область;8;20228;10654;1315;4100;471;131;293;4;0;18;0;25;0;3596;843;2263;229;0;81;72;108;0;93;6;4;7;271;263;259;0;259;61;20;41;0;0;4779;9148;5073;4075;6975;682;6235;58;0;0;0
СФО;Омская область;9;5946;1947;301;1960;264;28;163;4;0;63;3;3;0;1692;572;796;34;0;114;3;161;12;40;14;26;0;1328;1328;19;0;19;191;141;46;4;0;435;2212;1225;987;3395;458;2854;83;0;0;0
СФО;Омская область;10;6387;2445;151;3446;173;57;70;4;0;17;3;22;0;3236;890;1919;183;0;130;3;99;12;57;2;17;0;48;48;107;0;107;75;63;9;3;0;192;1163;83;1080;4156;580;3541;35;0;0;0
СФО;Омская область;11;5277;5084;401;143;14;3;2;0;0;4;0;5;0;118;4;9;21;0;72;0;12;0;1;0;6;0;41;20;0;0;0;0;0;0;0;0;2;3862;6;3856;1124;50;1068;6;0;0;0
СФО;Омская область;12;3725;3563;372;132;14;3;2;0;0;4;0;5;0;118;4;9;21;0;72;0;12;0;1;0;6;0;23;2;0;0;0;0;0;0;0;0;0;2444;6;2438;990;37;947;6;0;0;0
СФО;Омская область;13;1552;1521;29;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;0;0;0;0;0;0;0;0;2;1418;0;1418;134;13;121;0;0;0;0
СФО;Омская область;14;72299;35399;1762;31903;2201;535;1401;137;1;68;3;56;0;27939;6427;16282;1152;2;2798;120;1158;0;656;97;746;5;419;157;669;38;390;605;443;128;32;2;1897;8263;555;7708;32040;5972;25069;543;456;0;0
СФО;Республика Алтай;3;7696;1717;380;4308;245;57;180;1;0;0;5;2;0;4043;408;2554;610;2;423;41;5;0;474;94;463;0;160;138;491;0;491;74;65;9;0;0;9;1482;116;1366;2477;206;1929;114;228;10;0
СФО;Республика Алтай;4;6500;1408;372;3909;214;57;149;1;0;0;5;2;0;3680;320;2329;567;2;417;41;4;0;462;86;458;0;153;138;58;0;58;47;38;9;0;0;5;1211;116;1095;2301;200;1767;112;222;10;0
СФО;Республика Алтай;5;3323;580;314;2115;90;9;79;0;0;0;0;2;0;2014;94;1076;416;2;404;19;3;0;265;46;327;0;0;0;16;0;16;20;20;0;0;0;0;333;73;260;1668;132;1216;98;222;0;0
СФО;Республика Алтай;6;3177;828;58;1794;124;48;70;1;0;0;5;0;0;1666;226;1253;151;0;13;22;1;0;197;40;131;0;153;138;42;0;42;27;18;9;0;0;5;878;43;835;633;68;551;14;0;10;0
СФО;Республика Алтай;7;1196;309;8;399;31;0;31;0;0;0;0;0;0;363;88;225;43;0;6;0;1;0;12;8;5;0;7;0;433;0;433;27;27;0;0;0;4;271;0;271;176;6;162;2;6;0;0
СФО;Республика Алтай;8;780;306;7;372;31;0;31;0;0;0;0;0;0;336;77;209;43;0;6;0;1;0;6;5;2;0;7;0;67;0;67;16;16;0;0;0;4;271;0;271;153;6;139;2;6;0;0
СФО;Республика Алтай;9;416;3;1;27;0;0;0;0;0;0;0;0;0;27;11;16;0;0;0;0;0;0;6;3;3;0;0;0;366;0;366;11;11;0;0;0;0;0;0;0;23;0;23;0;0;0;0
СФО;Республика Алтай;10;319;21;7;25;0;0;0;0;0;0;0;0;0;25;0;0;25;0;0;0;0;0;0;0;0;0;0;0;273;0;273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СФО;Республика Алтай;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СФО;Республика Алтай;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СФО;Республика Алтай;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СФО;Республика Алтай;14;5688;1304;40;3450;32;1;28;0;0;0;3;0;0;877;17;526;101;2;201;29;1;0;292;60;285;0;87;65;215;0;200;51;51;0;0;0;4;1037;0;1037;1025;54;879;43;49;6;0
СФО;Республика Тыва;3;13526;3036;95;8247;476;78;231;7;0;157;1;2;0;7568;1163;5458;296;0;527;6;118;0;57;24;118;9;454;231;993;430;563;497;496;1;0;0;115;1637;172;1465;3328;184;3125;19;0;1;0
СФО;Республика Тыва;4;11962;2251;83;7943;456;78;217;6;0;152;1;2;0;7379;1120;5389;259;0;507;6;98;0;48;24;116;0;267;44;805;267;538;483;483;0;0;0;49;1505;128;1377;3092;136;2937;19;0;1;0
СФО;Республика Тыва;5;8717;840;76;6947;298;74;212;4;0;6;1;1;0;6559;931;5256;219;0;70;6;77;0;15;4;110;0;93;2;309;153;156;354;354;0;0;0;49;430;62;368;2081;59;2020;2;0;1;0
СФО;Республика Тыва;6;3245;1411;7;996;158;4;5;2;0;146;0;1;0;820;189;133;40;0;437;0;21;0;33;20;6;0;174;42;496;114;382;129;129;0;0;0;0;1075;66;1009;1011;77;917;17;0;0;0
СФО;Республика Тыва;7;1564;785;12;304;20;0;14;1;0;5;0;0;0;189;43;69;37;0;20;0;20;0;9;0;2;9;187;187;188;163;25;14;13;1;0;0;66;132;44;88;236;48;188;0;0;0;0
СФО;Республика Тыва;8;1210;601;2;206;12;0;12;0;0;0;0;0;0;105;27;46;23;0;0;0;9;0;0;0;0;7;181;181;188;163;25;0;0;0;0;0;27;84;44;40;47;10;37;0;0;0;0
СФО;Республика Тыва;9;354;184;10;98;8;0;2;1;0;5;0;0;0;84;16;23;14;0;20;0;11;0;9;0;2;2;6;6;0;0;0;14;13;1;0;0;39;48;0;48;189;38;151;0;0;0;0
СФО;Республика Тыва;10;1304;596;2;258;17;0;12;0;0;5;0;0;0;146;31;56;33;0;17;0;9;0;0;0;0;9;187;107;188;163;25;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0
СФО;Республика Тыва;11;168;0;0;168;30;30;0;0;0;0;0;0;0;138;85;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44;0;0;0;0
СФО;Республика Тыва;12;168;0;0;168;30;30;0;0;0;0;0;0;0;138;85;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44;0;0;0;0
СФО;Республика Тыва;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СФО;Республика Тыва;14;10048;1769;57;7016;382;49;204;2;0;124;1;2;0;6537;1066;4729;213;0;456;6;67;0;38;18;92;0;221;24;497;100;245;371;371;0;0;0;44;1271;32;1239;3031;141;2876;14;0;1;0
СФО;Республика Хакасия;3;23331;15854;1079;6222;524;226;212;9;0;32;0;39;6;5533;1352;2758;356;0;566;24;477;0;99;7;24;0;140;139;318;218;100;65;58;0;7;0;609;4015;1589;2426;7310;1399;5604;52;255;0;0
СФО;Республика Хакасия;4;21035;14203;1052;5932;489;214;198;7;0;31;0;33;6;5290;1265;2673;336;0;556;22;438;0;85;6;10;0;124;123;202;114;88;26;26;0;0;0;453;2957;810;2147;6551;1168;5091;37;255;0;0
СФО;Республика Хакасия;5;16438;11325;874;4399;486;213;197;6;0;31;0;33;6;3781;1054;1826;216;0;378;20;287;0;63;3;7;0;83;82;198;114;84;26;26;0;0;0;337;1945;463;1482;4546;921;3370;17;238;0;0
СФО;Республика Хакасия;6;4597;2878;178;1533;3;1;1;1;0;0;0;0;0;1509;211;847;120;0;178;2;151;0;22;3;3;0;41;41;4;0;4;0;0;0;0;0;116;1012;347;665;2005;247;1721;20;17;0;0
СФО;Республика Хакасия;7;2296;1651;27;290;35;12;14;2;0;1;0;6;0;243;87;85;20;0;10;2;39;0;14;1;14;0;16;16;116;104;12;39;32;0;7;0;156;1058;779;279;759;231;513;15;0;0;0
СФО;Республика Хакасия;8;1799;1358;23;194;30;9;13;2;0;1;0;5;0;155;53;55;20;0;6;2;19;0;12;1;11;0;16;16;61;58;3;27;20;0;7;0;120;953;728;225;590;187;389;14;0;0;0
СФО;Республика Хакасия;9;497;293;4;96;5;3;1;0;0;0;0;1;0;88;34;30;0;0;4;0;20;0;2;0;3;0;0;0;55;46;9;12;12;0;0;0;36;105;51;54;169;44;124;1;0;0;0
СФО;Республика Хакасия;10;1307;1117;0;44;6;0;6;0;0;0;0;0;0;16;0;11;2;0;3;0;0;0;0;0;0;0;16;5;115;104;0;0;0;0;0;0;15;822;634;188;235;112;123;0;0;0;0
СФО;Республика Хакасия;11;143;86;0;55;5;3;0;1;0;0;0;1;0;16;1;3;9;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;3;12;1;11;0;0;0;0
СФО;Республика Хакасия;12;117;84;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СФО;Республика Хакасия;13;26;2;0;22;5;3;0;1;0;0;0;1;0;16;1;3;9;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;3;12;1;11;0;0;0;0
СФО;Республика Хакасия;14;16663;10792;222;5129;335;108;183;3;0;1;0;35;5;4454;1142;2385;178;0;411;18;320;0;73;5;22;0;120;119;100;16;18;46;39;0;7;0;381;1545;210;1335;5299;855;4219;44;181;0;0
СФО;Томская область;3;36130;19487;1307;12615;612;57;164;160;0;223;3;5;0;11941;1011;2911;1497;0;6174;39;309;0;981;100;147;0;434;361;915;21;894;981;443;167;155;216;570;5435;204;5231;26274;3580;17846;2320;2528;0;0
СФО;Томская область;4;33044;17888;1230;12001;582;55;153;151;0;217;2;4;0;11386;895;2811;1425;0;5955;37;263;0;955;86;140;0;120;84;751;21;730;710;279;153;76;202;479;4727;166;4561;24389;3271;16614;2122;2382;0;0
